0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29
-0.22865394;-0.31675002;-0.35289776;-0.36878088;-0.24148488;-0.2713355;-0.24462838;0.24955529;-0.36139178;-0.1486711;-0.37691537;0.120529465;-0.11704413;-0.3087732;-0.10332549;-0.3762625;-0.006089397;-0.46775308;-0.09455799;-0.15945078;-0.5787059;-0.28383145;0.13226104;-0.19053623;-0.13058469;-0.47123224;-0.37944;-0.17877914;0.028969914;-0.17096597
0.09615265;-0.042803638;0.20570588;-0.11885956;0.30766222;-0.18147688;0.07021945;-0.4944627;-0.17455763;-0.21587996;-0.2330181;-0.06530678;-0.30155188;-0.20464595;0.083015375;-0.39240646;-0.2792638;-0.23974752;0.10175631;-0.016662506;0.004848114;-0.31810102;0.053958397;-0.23847464;-0.4947625;0.36409435;-0.5325272;-0.5545156;-0.30562744;-0.41400117
-0.22020563;-0.25671357;0.063874654;0.082230136;-0.6147232;-0.1400527;-0.14277968;0.32959685;0.100265644;-0.058399502;-0.03200166;-0.054009955;0.18831024;-0.30622435;0.17046845;-0.07208944;0.4333547;-0.01960136;0.0114670545;0.0029668824;-0.2839122;0.25031957;-0.1563126;0.10722614;-0.018660042;0.04838775;0.15259874;0.11364894;-0.04069939;-0.07416815
0.56411034;-0.22993883;-0.23407215;-0.020248652;0.11622673;-0.26102582;-0.069105245;0.18774831;-0.20025839;0.012796757;-0.04637145;-0.19297282;0.38381106;-0.30352947;-0.010600463;-0.031287093;-0.14826545;-0.1390709;-0.71569985;-0.0038529932;-0.2179308;-0.079011895;0.09162647;0.06318379;0.39173704;-0.22199973;0.12921958;-0.31462622;-0.22000286;-0.28743112
-1.0790324;-0.73677003;-0.8479085;-0.95236504;-0.90045834;-0.6137759;-0.36435795;-0.75399727;-0.3952413;-0.15545301;-0.3289517;-0.54297304;-0.4049911;-0.3219854;-0.693648;-0.22805566;-0.73177844;-0.2443288;-0.61517304;-0.37992138;-0.37750086;-0.62618554;-0.705273;-0.50488955;-0.37025252;-0.91517246;-0.5864305;-0.034374036;-0.4811156;-0.5642801
-0.3102632;-0.28148097;0.38223946;0.14596929;-0.119232364;-0.112434864;0.492647;-0.52755374;0.30564144;0.1771673;0.060079064;0.2321683;0.04154896;0.017627869;-0.3069973;0.25152457;-0.14312187;-0.3274474;-0.4911946;-0.31657812;-0.46550304;-0.019013181;-0.5153132;-0.24438746;-0.14291987;0.43781883;-0.012954314;-0.20471647;-0.35208124;-0.10790059
-0.34093776;0.5021381;0.34435418;0.575197;-0.043399256;-0.035973065;-0.48177046;-0.09577202;0.314419;-0.3112574;-0.05329871;0.6671761;-0.48453158;-0.09980692;0.14574778;-0.21935292;0.67354673;0.06265355;0.54474455;0.38801733;0.17323495;0.43885684;-0.011577587;-0.014393489;0.06791367;0.19836134;0.29374135;-0.22459152;0.78572464;0.18742609
0.68284655;0.5534575;0.7952722;1.0726585;1.0515999;0.4854044;0.6934692;0.77793115;0.7468104;0.053766146;0.6234444;1.239318;0.09922988;0.23281536;0.9637924;0.5911934;0.77805626;0.21095087;0.31487116;1.103231;0.8942681;1.064307;0.43780646;0.9358764;0.18390608;0.5524596;0.93799454;0.059305146;0.7874671;0.8134956
-0.24940293;0.12829058;0.108523466;-0.120960005;-0.029980337;0.1072274;0.13798256;0.44861737;0.48278782;-0.49189362;0.072052285;0.32253337;0.07946707;-0.011396284;0.22083056;-0.009547905;0.24299586;0.10699444;0.25657797;-0.046674088;-0.022798618;0.16704002;-0.24934413;0.20875624;0.1733101;0.3564646;0.24881649;-0.025323234;0.04907238;0.29142445
0.07791997;-0.49027076;0.43737063;0.12427431;0.37763092;0.19324623;0.21561864;-0.42282546;0.2842618;0.058210254;-0.111445256;-0.16479391;0.16697276;-0.19230863;-0.3161425;-0.03670819;-0.40365577;-0.21666883;0.014971201;0.10659664;-0.08547251;-0.15012065;-0.2963933;-0.09846104;-0.3254124;0.09623887;-0.05280599;-0.07706824;-0.3618944;-0.14571746
0.033289306;0.29679447;0.5042268;0.23293996;0.04497817;0.67382735;0.28941113;-0.24001193;-0.02209891;0.40704736;0.6307566;0.101819634;0.28602162;0.03278779;0.21347052;0.035450414;0.2722302;0.1287741;-0.063895136;0.23182154;0.52380264;0.05312777;-0.38930234;0.2143776;-0.21586315;0.21938434;0.27327162;0.35142815;0.16815592;-0.028568171
0.0049392744;-0.15905552;0.071864285;0.3219774;-0.21152075;0.26750445;0.023745125;0.34422466;-0.10866371;-0.52091616;-0.20250377;-0.19434111;-0.226724;-0.24487981;0.23628482;-0.3826461;0.09034412;-0.3525707;-0.3379527;0.032525085;-0.22734666;0.19282444;-0.49765202;0.4893315;0.53975534;0.046970315;0.29250976;-0.019508421;-0.041095793;-0.091344185
1.1938887;0.2300926;0.6065571;1.014667;0.54313916;-0.04237265;0.1841234;0.63827664;0.69056654;-0.0746532;-0.5539987;0.7554153;0.6789484;-0.048364248;1.0703492;0.69011;1.021583;0.3892643;0.22628291;0.910926;-0.037941914;1.0807452;0.30586717;0.576799;0.36101866;1.1527593;1.0358951;-0.57424617;0.8569854;0.8335667
0.3676364;0.39821133;0.50333387;0.17529947;0.1782707;0.6920057;0.55557346;0.41953436;0.36115086;0.09316334;0.7121576;0.26373687;0.21595064;0.36486;0.19392183;-0.01830518;0.32729664;0.49401182;0.09530008;0.2860602;0.478653;0.22435825;0.031789064;0.40715998;0.029586285;0.5186815;0.35050923;0.1205886;-0.08618301;0.18988182
-0.023284491;-0.0604792;0.06546489;0.043998368;-0.0601631;0.5114347;0.14989814;0.25245866;0.012485975;0.25847867;0.23559017;0.037447702;0.054829963;-0.11667495;0.42197964;-0.26339543;0.3328158;0.08713233;-0.03573187;0.21174195;-0.008906068;0.07108376;0.1798013;0.19014099;0.250984;0.25414354;0.019506283;-0.19301268;0.24277747;0.20193695
-0.46004182;0.12819675;-0.18961214;-0.22416139;-0.5035818;0.1433518;-0.3438995;-0.041393016;-0.068568654;-0.05705126;0.09622927;-0.42139333;-0.39276168;-0.080091484;-0.22232294;-0.3061583;-0.59151906;-0.42511863;-0.09163076;-0.12789667;-0.16117577;-0.5510589;-0.38091525;-0.1298399;-0.012253769;-0.11767259;-0.1667335;-0.077199824;-0.20750219;-0.07540461
0.096374884;-0.030088013;0.34847656;-0.12679817;0.22208814;-0.07367685;0.32732558;-0.08638575;0.16086708;-0.24808763;0.17203175;-0.15057184;0.46548435;0.46258435;0.006717548;-0.11409003;0.06491061;0.25754532;-0.15819132;-0.11130741;-0.009967661;0.008124918;0.699158;0.01580358;-0.03653926;0.08942427;0.29628897;0.22822192;-0.20827994;-0.08274514
-0.10644431;0.3383575;-0.26758006;-0.09552731;-0.15616731;0.7019852;-0.19355223;-0.07740861;0.0033877247;0.28584206;0.12614618;0.11427735;-0.00744328;-0.28889227;-0.5442124;0.40844032;0.032045256;0.23030925;0.38445044;-0.36121213;0.12490928;-0.32531664;0.15059583;-0.26975355;-0.049708135;0.21894646;-0.36290047;-0.009980377;0.15540123;-0.06347237
-0.46572247;-0.20040378;-0.46956372;0.1976465;-0.6767958;-0.09929352;-0.5063708;-0.44794902;-0.50323635;-0.31759048;-0.27505994;0.019426191;-0.47078985;-0.25451463;-0.3810523;-0.21340021;-0.25137112;-0.09458227;-0.5921652;-0.14420028;0.14766952;-0.08051174;-0.38284585;-0.23019464;-0.05278287;-0.5298461;-0.26368564;-0.19310947;0.05785872;-0.09563034
0.15368338;0.007492915;0.13789794;0.01374205;0.14697613;-0.40191537;-0.18749353;0.3690636;-0.009372365;-0.2375133;0.36830416;0.13404986;0.08511996;0.030367631;0.124727204;0.15117122;0.12907399;0.07390252;0.27523482;0.12622803;-0.31312037;-0.091704324;-0.23811685;0.14603975;-0.20256811;0.08329217;0.059732314;-0.23877227;-0.026758425;0.050896283
-0.01440379;-0.6233423;-0.49723747;-0.61124146;-0.25244123;-0.33987278;0.030674603;0.4190162;-0.08781142;-0.074930035;-0.5924076;0.15586853;-0.049572226;-0.038867958;0.0068582967;-0.16372083;0.7497849;-0.5326796;-0.13067468;-0.3318933;-0.08199997;0.15340081;-0.1551714;0.24410203;-0.3464781;0.11822948;0.15250944;-0.079395294;0.14381057;-0.30373135
-0.1217243;0.12854615;-0.18169658;-0.033361427;-0.51823074;-0.24781558;-0.34416354;1.0629495e-05;-0.33628964;-0.11753837;-0.36495388;-0.10880993;-0.19937219;-0.20540348;-0.31171012;-0.32243922;0.13218293;0.07254377;-0.63502437;-0.15985686;-0.514656;0.13191824;-0.5111756;-0.1473544;-0.15986028;-0.21881661;-0.2048184;-0.34496742;-0.07152645;0.05019552
-0.004517734;-0.06415712;-0.29192793;-0.43314642;0.20757157;-0.16592738;0.12567568;0.08028708;-0.2377926;-0.44088483;-0.15462185;-0.1252552;-0.29460642;-0.007511999;-0.43342566;-0.08151624;-0.2771141;0.09193434;0.3523732;-0.17988373;-0.124193296;-0.5102943;-0.1203135;-0.28623715;0.17467114;-0.37424827;-0.35395348;-0.099238336;0.03259144;-0.23445433
0.46461478;0.7237953;0.18879342;0.594226;0.25509262;-0.15002315;0.2106731;0.42294988;0.33562574;-0.29662654;0.3280785;0.40538746;-0.43818715;-0.35344532;0.3595116;0.4654154;0.08016301;0.19671822;0.08555684;0.15709765;0.37575117;0.16941957;-0.56666917;0.516158;0.3638487;0.8052182;0.12474772;-0.013680495;0.44435844;0.18452244
-0.27559456;-0.92157;-0.3667718;-0.7334708;-0.21203923;-0.3011799;-0.0258268;-0.4182488;-0.4847393;-0.009175581;-0.30136442;-0.1923973;0.018087387;-0.051390857;-0.17087139;-0.44348878;-0.18612657;-0.39162278;0.17433985;-0.47779438;-0.3178337;-0.83083177;0.19208734;-0.4341697;-0.39036375;0.012199469;-0.75722814;-0.061666876;-0.27521473;-0.23180962
0.1655363;0.020286858;0.12778266;0.026349794;0.6346733;0.42135352;0.3902585;0.73327273;-0.15605827;-0.1604363;-0.09537873;-0.14349763;1.0079452;0.8029472;0.02545494;-0.40576774;0.08026632;0.25948834;-0.6251665;0.4736544;0.6269242;0.10044836;0.6532893;0.016648958;0.3514089;-0.10752524;0.16760269;0.0913162;0.3007622;-0.0026733766
0.05528096;0.6213106;0.319108;0.2217486;0.12390325;0.28754044;0.05394868;0.42203307;0.081229694;0.31895897;0.28413197;0.07417333;-0.035670012;0.2984635;0.53728676;0.27410594;0.47475773;-0.06555405;-0.16685532;0.6704434;0.84976846;0.0019609258;-0.076079816;0.22981359;0.2834741;0.14758912;0.19393004;-0.29651576;0.24768475;0.14480072
-0.25443366;-0.19139262;-0.56247205;0.08615712;-0.14026673;0.011031547;-0.8205697;-0.30140564;-0.31618765;-0.4522374;-0.15023404;-0.34172046;-0.7261604;-0.6078201;-0.2002387;-0.20296675;0.12087386;-0.41150868;0.010634168;0.0029199587;0.039752014;-0.10187999;-0.61401683;-0.2852946;-0.6944866;-0.39076;-0.30789927;-0.47184348;0.14425585;-0.013098985
-0.5331594;0.23128119;-0.11822396;-0.05923021;-0.3806186;-0.29303432;-0.12770717;0.1534693;0.23014523;0.19801532;-0.0011947806;0.42068872;-0.23403151;0.10551409;-0.023310833;0.14906454;0.18583526;0.30866647;0.23883724;-0.11484429;0.16105606;0.14601895;0.029744394;-0.22438133;0.3407783;0.27826416;-0.07238788;0.14266288;0.33507812;0.16441226
0.16590281;-0.16932042;-0.10933582;0.09900872;0.054156285;-0.2653925;0.03171471;0.25341618;0.02592015;0.09057737;-0.06084863;0.17719735;0.025059598;0.069948025;0.41647595;0.3367532;0.08150723;0.19455193;0.16709538;0.1864604;-0.04941495;0.09083251;0.23664844;0.15509064;0.16163662;0.039689735;0.18609893;-0.25518775;0.13238938;-0.19436823
-0.3512001;-0.2447069;-0.008045923;-0.07449124;-0.034709495;-0.16175225;0.24854171;-0.3672053;-0.4491269;0.054529656;-0.52677226;-0.30645955;0.0043849647;0.049500573;-0.22534731;-0.11859607;0.02560415;-0.1615748;0.114455014;-0.24583527;-0.22717889;-0.30737445;0.014963484;-0.26169324;0.009810016;-0.18933439;-0.33658803;-0.20108333;-0.21920912;-0.52198344
-0.2190363;0.21415547;-0.14589581;0.22180471;-0.37709203;-0.13099854;-0.3676569;-0.07260478;-0.17777623;-0.031860147;0.14130117;0.31453443;-0.19651328;-0.12033642;-0.010370839;-0.3234794;-0.04076487;-0.0041025616;-0.03756168;0.17027102;0.13792714;-0.19595245;-0.12266246;-0.05039837;0.058745887;-0.022628551;-0.0031120908;-0.078375414;-0.08776313;-0.15759768
0.14400442;0.10014471;-0.49641743;0.30540776;-0.10897267;-0.29701322;-0.09513247;0.39682236;0.23903376;0.5666635;0.2880607;0.3184555;0.11317329;0.31791282;0.2553758;0.28388122;0.5262799;0.40279952;-0.25041568;0.27981248;0.29443976;0.09491558;-0.074187376;0.14393131;0.41361433;-0.16583018;0.17011291;0.2606691;0.68775386;0.028157992
0.43169942;-0.015003067;-0.0877768;-0.13677321;-0.23116337;-0.26794073;-0.23534533;-0.0054055876;0.09185743;-0.15196429;-0.67854637;0.16522056;0.19020806;0.12015375;-0.300941;-0.1365489;-0.15319066;-0.3012656;0.3627393;-0.11957958;-0.23726745;-0.015505541;-0.5605421;0.025736084;0.08805473;-0.19305588;-0.06218957;-0.04960654;-0.23562557;-0.046552036
-0.035165656;-0.4450601;-0.00038821003;-0.28243378;-0.004109924;-0.04034435;-0.21374717;-0.114668466;-0.42431602;0.044622343;-0.31663817;-0.20422898;-0.039403252;-0.35179636;0.062041238;-0.49748543;-0.19571769;-0.5697418;-0.00021044165;0.15816654;-0.0902151;-0.09498847;-0.3231927;0.31239513;-0.74549824;-0.40609366;0.24493533;-0.5892367;-0.19386578;-0.032970883
-0.2059882;-0.04476922;-0.74000454;-0.44354588;-0.39460507;-0.35650578;-1.3423634;0.014881462;-0.27504843;-0.26669535;-0.423986;0.31561837;-1.2736852;-0.8404652;-0.56934166;-0.2433133;-0.0015006406;-0.24469048;-0.38029215;-0.8007535;-0.5166132;0.19647604;-0.7763614;-0.14666505;-0.5978614;-0.25068605;-0.2516244;-0.09559452;-0.075987086;0.15648934
0.07164586;0.004694394;0.22607048;-0.097856574;-0.08725221;0.1262892;-0.27049902;-0.5489238;-0.1171982;0.2197874;0.06179726;-0.25048134;-0.061810214;0.26311293;-0.19839129;-0.20955901;-0.3358739;-0.05509167;0.09692069;0.072303616;-0.090262346;-0.20906353;0.10620897;-0.11357204;-0.5368088;-0.12621939;0.033103056;0.20943283;-0.14534023;0.16551831
-0.13292527;-0.29844964;-0.13484561;-0.13347225;-0.051709235;-0.45552713;-0.48032045;-0.5117751;-0.097293116;0.29701808;-0.7979994;-0.17307732;-0.124658994;0.0029013115;-0.28094357;0.13689192;-0.2351418;-0.13177356;0.024712205;-0.029910471;-0.42916635;-0.37642455;-0.019741;-0.5001587;-0.30926508;-0.22823894;-0.00035281107;-0.5137911;-0.025172789;-0.47429988
-0.5048532;-0.45731777;-0.056098286;-0.6019387;-0.46435818;-0.051068537;-0.36217946;-0.6569726;-0.111323096;-0.3753259;-0.24744064;-0.37033808;-0.14198235;0.18889062;-0.8110747;-0.37417313;-0.40557867;-0.26546213;-0.40486002;-0.41785818;-0.31596282;-0.2637267;-0.041761667;-0.49218297;-0.43409175;-0.30669433;-0.3323425;-0.021942116;-0.52032435;-0.20254698
-0.009799421;-0.29029235;-0.2987208;-0.65453553;-0.22893937;-0.8468444;-0.36933774;0.53371125;-0.03732674;-0.5858711;-0.63823867;-0.97884816;0.36894253;0.34224772;0.02236341;-0.45388994;-0.15546104;-0.10695429;-0.62841195;-0.39398703;-1.0561751;0.026218489;0.03660029;-0.1848086;0.27179587;-0.41095498;0.5823867;0.047917634;-0.31833515;-0.56138587
0.3561129;0.16389462;0.08690948;0.17298435;0.045456797;0.36523986;0.2823224;0.44839296;0.35647303;-0.22631486;0.3129281;0.111645885;0.5297109;0.06824942;0.4052676;0.63919663;0.3868039;-0.023840662;0.85094815;0.34231153;0.20551798;0.3574674;-0.1439465;0.37860623;0.17818096;0.21136865;0.18884784;0.25717682;0.13719487;0.35141298
0.030342449;-0.06690377;-0.30528793;-0.16570938;0.04329054;-0.046876926;0.12167336;0.39289725;0.068740994;0.515276;0.22839336;-0.10210691;0.2650782;-0.22742878;-0.21547899;0.041397512;0.489876;0.5828596;0.6164706;-0.22552615;0.0447723;-0.0018586153;-0.28228748;-0.12858912;0.7302505;-0.17275703;-0.21834117;0.08350941;0.047608964;-0.034669306
-0.025198957;0.19760284;0.049278483;0.048836976;-0.115588546;0.3867342;-0.26378447;-0.38612843;-0.04907726;-0.13890655;-0.1983014;-0.3676467;0.094894834;0.52299535;0.0077982545;0.016942967;-0.1226731;0.22361654;0.22985993;-0.07720944;0.08583435;-0.2938351;-0.011942066;-0.17926218;-0.023770474;0.28344548;-0.28929672;0.33104753;-0.006509945;-0.14110404
-0.09090752;-0.363149;-0.56277996;-0.4832436;-0.1411985;-0.12497936;-0.6996163;-0.24297301;-0.35586482;-0.018701041;-0.33887675;-0.058463003;-0.35792097;-0.23237534;-0.098387696;-0.2649798;-0.14703195;-0.067753345;-0.31578472;-0.28490427;-0.63825226;-0.100913286;-0.15140976;-0.40987438;-0.26842883;-0.6054645;-0.2545858;0.12933028;-0.05448734;-0.20010814
-0.9353961;-0.28929144;-0.5710688;-0.564546;-0.8588014;0.1491551;0.1895077;-0.5803498;-0.54378873;0.13250679;-0.069600746;-0.057668064;-0.58047664;-0.41328883;-0.8488623;-0.64825255;-0.6797947;-0.36220807;0.5073963;-0.6673316;0.07670731;-0.68124616;-0.25120354;-0.56175184;-0.33680177;-0.4565091;-0.652405;0.12155058;-0.42663383;-0.51485944
-0.1175787;0.36188054;-0.32452372;0.11269276;-0.40588284;0.35038275;0.08138866;0.34666494;-0.4607267;0.64422137;0.2868941;-0.27371028;0.25464565;0.33846992;0.16073543;-0.17176227;-0.04033769;0.21834938;0.7653435;-0.09259477;0.30436617;-0.110461995;0.46643952;-0.16981137;0.16104734;-0.47896865;-0.11770089;0.4643737;0.012323026;-0.17555289
0.03287714;0.47254553;-0.017657688;0.3105588;-0.3158147;-0.37634;0.14002684;-0.41817138;-0.029082276;-0.021298898;-0.18830658;-0.013688914;-0.5463056;0.07366528;-0.42078435;0.2148613;-0.27400404;-0.092425376;-0.122548364;-0.43181098;-0.20875059;-0.29321098;-0.10964564;-0.14038236;0.1510829;-0.12617065;-0.11157579;-0.073874734;-0.3876395;-0.26340353
0.06411909;-0.0021067827;-0.2779471;-0.50433236;-0.16715123;0.05497738;-0.5503872;-0.31955343;-0.25638148;-0.57283646;-0.23479415;-0.35044676;0.044259336;0.13874562;-0.018103115;-0.082446836;-0.0740637;-0.26006645;-0.3493024;-0.20059477;-0.5113414;-0.15842025;0.04244709;0.024707412;-0.08072804;-0.31044194;-0.2396212;0.2305536;-0.09854865;-0.38691756
0.28319857;0.2224023;-0.014600663;0.57679516;-0.13348605;0.34780943;0.32281226;0.48153543;-0.043449875;0.4366801;0.2771776;0.13384849;0.33173123;0.04152162;-0.036419764;0.18025658;0.2857619;0.3035983;0.5738075;-0.12386356;0.23797476;-0.103008434;0.031867445;-0.0010604049;0.37050867;-0.25597188;0.13988288;0.21977332;0.29580268;-0.17791909
-0.03412378;-0.3523702;-5.3599477e-05;-0.19198304;-0.018694896;-0.54116744;-0.084123395;-0.2764812;-0.04294027;-0.31324604;-0.003701237;-0.28009307;-0.023603747;-0.079298615;0.062430196;-0.323761;-0.31421757;0.25266826;0.03676587;-0.203569;0.16576706;-0.30324578;0.12853466;-0.06530504;0.13068923;-0.1467473;-0.1553773;-0.06190448;-0.23491384;-0.42678782
-0.1791058;0.20280981;-0.34240344;-0.41530383;-0.5330893;-0.06829077;-0.14432946;-0.036112484;-0.04619956;0.6272636;0.22020154;-0.2832473;-0.16328979;0.24580361;-0.35269976;0.034232166;-0.40846252;-0.21905638;-0.18462689;-0.4163772;0.06372622;-0.39900485;-0.09806728;-0.295301;0.33629;-0.12276172;-0.2246674;0.20447855;-0.2773137;-0.4636881
0.37475705;0.54671645;0.571991;0.37570333;0.5414225;0.23430315;0.14525016;0.35806966;0.14731203;-0.055292744;0.26613668;0.15990089;0.63674146;0.266472;0.33068568;-0.02825926;0.27958456;0.6376425;-0.12436974;0.3625356;0.22382864;0.51263726;0.54025495;0.79079825;0.49494138;-0.021265047;0.8744868;-0.2854289;0.12572311;0.31082478
-0.04505763;-0.41979414;0.14998849;-0.119614616;-0.35593605;-0.1182199;-0.16959327;-0.0449599;0.093923114;-0.074356906;-0.13098429;0.14517069;0.23642202;-0.021969829;-0.017000612;-0.3074104;-0.16861247;-0.07881501;-0.18751742;-0.03766107;-0.29880768;-0.075875595;-0.12141693;0.008760797;-0.4766507;-0.17604299;-0.11250831;0.12767552;0.096832976;0.0068149646
0.51144487;0.4747917;-0.020509461;0.16875428;0.16256344;-0.17615655;0.114107415;0.14054796;0.16681951;-0.15366538;-0.30988988;0.41023508;0.18999183;0.17256634;0.038597308;0.24409609;0.054823928;0.27943408;0.10920175;0.15452272;0.3347025;0.15323748;0.028133651;0.117539644;0.23251936;0.22527523;0.19278345;0.35311288;0.16826506;-0.08937537
-0.07801885;-0.024662167;-0.27040574;-0.122254804;-0.3183538;0.086175814;-0.4641939;0.10507596;-0.4053121;0.5141061;-0.43020317;-0.017423239;-0.4677039;0.04344299;0.12190126;-0.40784523;0.3705817;-0.023492415;0.036985125;0.013240316;-0.05610732;0.016343854;0.25088176;-0.13242015;-0.059831876;-0.47718322;-0.07571173;-0.0310449;-0.06842763;-0.27905658
-0.524121;-0.17065191;-0.20373619;-0.11493112;-0.012808527;-0.3439967;-0.09746857;-0.37408933;-0.2276846;-0.46335065;0.13356222;-0.15015733;-0.41205278;-0.39736468;-0.08357218;-0.3176343;-0.3221106;-0.23167498;-0.003603461;-0.37012985;-0.117659785;-0.38396966;-0.67304564;-0.10968367;-0.70771563;-0.18727428;-0.5465288;-0.13451798;-0.08453156;-0.035917636
0.099742614;0.51800585;0.326203;0.0866019;-0.11438749;0.0021962265;-0.09002529;0.21098588;0.62195295;-0.28447238;0.47584134;0.0025352489;0.02822741;0.015454812;0.3436602;0.4323796;-0.27108103;0.38913244;0.60564154;0.2538875;0.087222986;-0.09184055;-0.19884449;0.20052327;0.20732865;0.4180037;0.3192305;-0.118355915;0.00585185;0.0833596
-0.33854124;-0.25406465;-0.11479501;-0.324101;-0.075102486;-0.4630661;0.2256012;-0.7662966;0.21106681;-0.006180933;0.04766293;-0.22297424;-0.43589115;-0.14679201;-0.22263564;0.028936874;0.11369164;-0.09725739;-0.15920852;-0.09109037;-0.2674007;-0.10655266;-0.36880684;-0.36787075;-0.08837737;0.298939;-0.08444451;-0.08762365;-0.27197;-0.1511962
-0.3224426;-0.06907933;0.12352704;-0.021685414;0.03401172;0.39839786;0.289318;-0.017869938;-0.013432526;0.053873777;0.2118255;-0.12998141;0.27832404;0.20494509;-0.5448;-0.40875712;0.2178464;0.3112427;-0.04941793;-0.026465777;0.16677865;-0.27826452;0.25801128;-0.3257036;0.24343733;-0.16649938;-0.34546646;0.26622862;-0.07191993;-0.20231424
-0.3324117;-0.1354481;0.17132974;0.37548727;0.15670969;0.021630162;0.52818215;0.25527337;0.36017087;0.8424213;0.43850973;0.77977663;-0.017024884;0.17996691;-0.12876429;0.1289751;0.3972742;0.19770655;-0.046152484;0.31157136;0.1649971;-0.015932381;0.17165732;0.12408928;0.38761234;0.61572427;-0.1252676;0.23984067;0.38093734;0.26743424
